,IUI Number,Date,IUI ART Number,ICI Number,ICI ART Number,ID
14797,1.0,2022-04-10,0.0,0.0,0.0,5039
15151,1.0,2022-04-11,0.0,0.0,0.0,5039
15505,1.0,2022-04-12,0.0,0.0,0.0,5039
15860,1.0,2022-04-13,0.0,0.0,0.0,5039
16211,1.0,2022-04-14,0.0,0.0,0.0,5039
16561,1.0,2022-04-15,0.0,0.0,0.0,5039
16911,1.0,2022-04-16,0.0,0.0,0.0,5039
17261,1.0,2022-04-17,0.0,0.0,0.0,5039
17611,1.0,2022-04-18,0.0,0.0,0.0,5039
17962,1.0,2022-04-19,0.0,0.0,0.0,5039
18312,1.0,2022-04-20,0.0,0.0,0.0,5039
18662,1.0,2022-04-21,0.0,0.0,0.0,5039
9536,1.0,2022-03-26,0.0,0.0,0.0,5041
9889,1.0,2022-03-27,0.0,0.0,0.0,5041
10242,1.0,2022-03-28,0.0,0.0,0.0,5041
10603,0.0,2022-03-29,0.0,0.0,0.0,5041
204,10.0,2022-02-28,0.0,1.0,0.0,5042
561,10.0,2022-03-01,0.0,1.0,0.0,5042
914,10.0,2022-03-02,0.0,1.0,0.0,5042
1272,10.0,2022-03-03,0.0,1.0,0.0,5042
1630,10.0,2022-03-04,0.0,1.0,0.0,5042
1990,10.0,2022-03-05,0.0,1.0,0.0,5042
2347,10.0,2022-03-06,0.0,1.0,0.0,5042
2706,10.0,2022-03-07,0.0,1.0,0.0,5042
3063,10.0,2022-03-08,0.0,1.0,0.0,5042
3420,10.0,2022-03-09,0.0,1.0,0.0,5042
3805,10.0,2022-03-10,0.0,0.0,0.0,5042
4155,10.0,2022-03-11,0.0,0.0,0.0,5042
4506,10.0,2022-03-12,0.0,0.0,0.0,5042
4858,10.0,2022-03-13,0.0,0.0,0.0,5042
5208,10.0,2022-03-14,0.0,0.0,0.0,5042
5560,10.0,2022-03-15,0.0,0.0,0.0,5042
5911,10.0,2022-03-16,0.0,0.0,0.0,5042
6262,10.0,2022-03-17,0.0,0.0,0.0,5042
6621,10.0,2022-03-18,0.0,0.0,0.0,5042
6973,9.0,2022-03-19,0.0,0.0,0.0,5042
7326,9.0,2022-03-20,0.0,0.0,0.0,5042
7679,9.0,2022-03-21,0.0,0.0,0.0,5042
8032,8.0,2022-03-22,0.0,0.0,0.0,5042
8381,6.0,2022-03-23,0.0,0.0,0.0,5042
8734,6.0,2022-03-24,0.0,0.0,0.0,5042
9085,6.0,2022-03-25,0.0,0.0,0.0,5042
9438,6.0,2022-03-26,0.0,0.0,0.0,5042
9792,6.0,2022-03-27,0.0,0.0,0.0,5042
10241,1.0,2022-03-28,0.0,0.0,0.0,5042
10602,0.0,2022-03-29,0.0,0.0,0.0,5042
10815,10.0,2022-03-30,0.0,1.0,0.0,5042
11165,10.0,2022-03-31,0.0,1.0,0.0,5042
11518,10.0,2022-04-01,0.0,1.0,0.0,5042
11864,10.0,2022-04-02,0.0,1.0,0.0,5042
12211,10.0,2022-04-03,0.0,1.0,0.0,5042
12559,10.0,2022-04-04,0.0,1.0,0.0,5042
12909,10.0,2022-04-05,0.0,1.0,0.0,5042
13254,10.0,2022-04-06,0.0,1.0,0.0,5042
13604,10.0,2022-04-07,0.0,1.0,0.0,5042
13956,10.0,2022-04-08,0.0,1.0,0.0,5042
14333,10.0,2022-04-09,0.0,0.0,0.0,5042
14690,10.0,2022-04-10,0.0,0.0,0.0,5042
15045,10.0,2022-04-11,0.0,0.0,0.0,5042
15401,10.0,2022-04-12,0.0,0.0,0.0,5042
15759,10.0,2022-04-13,0.0,0.0,0.0,5042
16108,10.0,2022-04-14,0.0,0.0,0.0,5042
16458,10.0,2022-04-15,0.0,0.0,0.0,5042
16807,10.0,2022-04-16,0.0,0.0,0.0,5042
17157,8.0,2022-04-17,0.0,0.0,0.0,5042
17507,8.0,2022-04-18,0.0,0.0,0.0,5042
17858,7.0,2022-04-19,0.0,0.0,0.0,5042
18209,7.0,2022-04-20,,,,5042
18561,7.0,2022-04-21,,,,5042
326,0.0,2022-02-28,1.0,0.0,0.0,5062
683,0.0,2022-03-01,1.0,0.0,0.0,5062
1042,,2022-03-02,1.0,0.0,0.0,5062
1399,,2022-03-03,1.0,0.0,0.0,5062
1757,,2022-03-04,1.0,0.0,0.0,5062
2114,,2022-03-05,1.0,0.0,0.0,5062
2471,,2022-03-06,1.0,0.0,0.0,5062
2830,,2022-03-07,1.0,0.0,0.0,5062
3188,,2022-03-08,1.0,0.0,0.0,5062
3544,,2022-03-09,1.0,0.0,0.0,5062
3899,,2022-03-10,1.0,0.0,0.0,5062
4251,,2022-03-11,1.0,0.0,0.0,5062
4602,,2022-03-12,1.0,0.0,0.0,5062
4954,,2022-03-13,1.0,0.0,0.0,5062
5305,,2022-03-14,1.0,0.0,0.0,5062
5657,,2022-03-15,1.0,0.0,0.0,5062
6008,,2022-03-16,1.0,0.0,0.0,5062
6363,,2022-03-17,1.0,0.0,0.0,5062
6717,,2022-03-18,1.0,0.0,0.0,5062
7069,,2022-03-19,1.0,0.0,0.0,5062
7422,,2022-03-20,1.0,0.0,0.0,5062
7775,,2022-03-21,1.0,0.0,0.0,5062
8129,,2022-03-22,1.0,0.0,0.0,5062
8481,0.0,2022-03-23,1.0,0.0,0.0,5062
8831,0.0,2022-03-24,1.0,0.0,0.0,5062
9181,0.0,2022-03-25,1.0,0.0,0.0,5062
9535,0.0,2022-03-26,1.0,0.0,0.0,5062
9898,0.0,2022-03-27,0.0,0.0,0.0,5062
10251,0.0,2022-03-28,0.0,0.0,0.0,5062
48,10.0,2022-02-28,10.0,6.0,0.0,5067
402,10.0,2022-03-01,10.0,6.0,0.0,5067
760,10.0,2022-03-02,10.0,6.0,0.0,5067
1118,10.0,2022-03-03,10.0,6.0,0.0,5067
1476,10.0,2022-03-04,10.0,6.0,0.0,5067
1832,10.0,2022-03-05,10.0,6.0,0.0,5067
2188,10.0,2022-03-06,10.0,6.0,0.0,5067
2545,10.0,2022-03-07,10.0,6.0,0.0,5067
2898,10.0,2022-03-08,10.0,6.0,0.0,5067
3257,10.0,2022-03-09,10.0,6.0,0.0,5067
3613,10.0,2022-03-10,10.0,6.0,0.0,5067
3965,10.0,2022-03-11,10.0,6.0,0.0,5067
4318,10.0,2022-03-12,10.0,6.0,0.0,5067
4670,10.0,2022-03-13,10.0,6.0,0.0,5067
5021,10.0,2022-03-14,10.0,6.0,0.0,5067
5372,10.0,2022-03-15,10.0,6.0,0.0,5067
5722,10.0,2022-03-16,10.0,6.0,0.0,5067
6070,10.0,2022-03-17,10.0,6.0,0.0,5067
6429,10.0,2022-03-18,10.0,6.0,0.0,5067
6781,10.0,2022-03-19,10.0,6.0,0.0,5067
7134,10.0,2022-03-20,10.0,6.0,0.0,5067
7487,10.0,2022-03-21,10.0,6.0,0.0,5067
7841,10.0,2022-03-22,10.0,6.0,0.0,5067
8194,10.0,2022-03-23,10.0,6.0,0.0,5067
8547,10.0,2022-03-24,10.0,6.0,0.0,5067
8896,10.0,2022-03-25,10.0,6.0,0.0,5067
9248,10.0,2022-03-26,10.0,6.0,0.0,5067
9602,10.0,2022-03-27,10.0,6.0,0.0,5067
9957,10.0,2022-03-28,10.0,6.0,0.0,5067
10310,10.0,2022-03-29,10.0,6.0,0.0,5067
10663,10.0,2022-03-30,10.0,6.0,0.0,5067
11015,10.0,2022-03-31,10.0,6.0,0.0,5067
11365,10.0,2022-04-01,10.0,6.0,0.0,5067
11714,10.0,2022-04-02,10.0,6.0,0.0,5067
12062,10.0,2022-04-03,10.0,6.0,0.0,5067
12410,10.0,2022-04-04,10.0,6.0,0.0,5067
12757,10.0,2022-04-05,10.0,6.0,0.0,5067
13102,10.0,2022-04-06,10.0,6.0,0.0,5067
13453,10.0,2022-04-07,10.0,6.0,0.0,5067
13805,10.0,2022-04-08,10.0,6.0,0.0,5067
14157,10.0,2022-04-09,10.0,6.0,0.0,5067
14512,10.0,2022-04-10,10.0,6.0,0.0,5067
14869,10.0,2022-04-11,10.0,6.0,0.0,5067
15223,10.0,2022-04-12,10.0,6.0,0.0,5067
15575,10.0,2022-04-13,10.0,6.0,0.0,5067
15925,10.0,2022-04-14,10.0,6.0,0.0,5067
16274,10.0,2022-04-15,10.0,6.0,0.0,5067
16625,10.0,2022-04-16,10.0,6.0,0.0,5067
16975,10.0,2022-04-17,10.0,6.0,0.0,5067
17325,10.0,2022-04-18,10.0,6.0,0.0,5067
17676,10.0,2022-04-19,10.0,6.0,0.0,5067
18027,10.0,2022-04-20,10.0,6.0,0.0,5067
18377,10.0,2022-04-21,10.0,6.0,0.0,5067
228,10.0,2022-02-28,,,,5068
584,10.0,2022-03-01,,,,5068
943,10.0,2022-03-02,,,,5068
1300,10.0,2022-03-03,,,,5068
1657,10.0,2022-03-04,,,,5068
2016,10.0,2022-03-05,,,,5068
2373,10.0,2022-03-06,,,,5068
2731,10.0,2022-03-07,,,,5068
3087,10.0,2022-03-08,,,,5068
3447,10.0,2022-03-09,,,,5068
3802,10.0,2022-03-10,,,,5068
4152,10.0,2022-03-11,0.0,,,5068
4503,9.0,2022-03-12,,,,5068
4855,8.0,2022-03-13,,,,5068
5205,8.0,2022-03-14,0.0,0.0,,5068
5656,1.0,2022-03-15,0.0,0.0,,5068
6006,1.0,2022-03-16,,,,5068
100,10.0,2022-02-28,0.0,10.0,0.0,5069
453,10.0,2022-03-01,0.0,10.0,0.0,5069
813,10.0,2022-03-02,0.0,10.0,0.0,5069
1167,10.0,2022-03-03,0.0,10.0,0.0,5069
1526,10.0,2022-03-04,0.0,10.0,0.0,5069
1881,10.0,2022-03-05,0.0,10.0,0.0,5069
2237,10.0,2022-03-06,0.0,10.0,0.0,5069
2594,10.0,2022-03-07,0.0,10.0,0.0,5069
2950,10.0,2022-03-08,0.0,10.0,0.0,5069
3304,10.0,2022-03-09,0.0,10.0,0.0,5069
3658,10.0,2022-03-10,0.0,10.0,0.0,5069
4011,10.0,2022-03-11,0.0,10.0,0.0,5069
4363,10.0,2022-03-12,0.0,10.0,0.0,5069
4713,10.0,2022-03-13,0.0,10.0,0.0,5069
5064,10.0,2022-03-14,0.0,10.0,0.0,5069
5419,10.0,2022-03-15,0.0,10.0,0.0,5069
5769,10.0,2022-03-16,0.0,10.0,0.0,5069
6115,10.0,2022-03-17,0.0,10.0,0.0,5069
6475,10.0,2022-03-18,0.0,10.0,0.0,5069
6827,10.0,2022-03-19,0.0,10.0,0.0,5069
7179,10.0,2022-03-20,0.0,10.0,0.0,5069
7532,10.0,2022-03-21,0.0,10.0,0.0,5069
7883,10.0,2022-03-22,0.0,10.0,0.0,5069
8236,10.0,2022-03-23,0.0,10.0,0.0,5069
8587,10.0,2022-03-24,0.0,10.0,0.0,5069
8936,10.0,2022-03-25,0.0,10.0,0.0,5069
9292,10.0,2022-03-26,0.0,10.0,0.0,5069
9644,10.0,2022-03-27,0.0,10.0,0.0,5069
9998,10.0,2022-03-28,0.0,10.0,0.0,5069
10352,10.0,2022-03-29,0.0,10.0,0.0,5069
10705,10.0,2022-03-30,0.0,10.0,0.0,5069
11056,10.0,2022-03-31,0.0,10.0,0.0,5069
11407,10.0,2022-04-01,0.0,10.0,0.0,5069
11755,10.0,2022-04-02,0.0,10.0,0.0,5069
12102,10.0,2022-04-03,0.0,10.0,0.0,5069
12450,10.0,2022-04-04,0.0,10.0,0.0,5069
12795,10.0,2022-04-05,0.0,10.0,0.0,5069
13140,10.0,2022-04-06,0.0,10.0,0.0,5069
13491,10.0,2022-04-07,0.0,10.0,0.0,5069
13849,10.0,2022-04-08,0.0,10.0,0.0,5069
14199,10.0,2022-04-09,0.0,10.0,0.0,5069
14553,10.0,2022-04-10,0.0,10.0,0.0,5069
14910,10.0,2022-04-11,0.0,10.0,0.0,5069
15264,10.0,2022-04-12,0.0,10.0,0.0,5069
15622,10.0,2022-04-13,0.0,10.0,0.0,5069
15973,10.0,2022-04-14,0.0,10.0,0.0,5069
16322,10.0,2022-04-15,0.0,10.0,0.0,5069
16672,10.0,2022-04-16,0.0,10.0,0.0,5069
17022,10.0,2022-04-17,0.0,10.0,0.0,5069
17371,10.0,2022-04-18,0.0,10.0,0.0,5069
17720,10.0,2022-04-19,0.0,10.0,0.0,5069
18073,10.0,2022-04-20,0.0,10.0,0.0,5069
18423,10.0,2022-04-21,0.0,10.0,0.0,5069
324,1.0,2022-02-28,0.0,0.0,0.0,5071
682,1.0,2022-03-01,0.0,0.0,0.0,5071
1041,1.0,2022-03-02,0.0,0.0,0.0,5071
1398,1.0,2022-03-03,0.0,0.0,0.0,5071
1756,1.0,2022-03-04,0.0,0.0,0.0,5071
2121,0.0,2022-03-05,0.0,0.0,0.0,5071
2478,0.0,2022-03-06,0.0,0.0,0.0,5071
2837,0.0,2022-03-07,0.0,0.0,0.0,5071
198,0.0,2022-02-28,1.0,7.0,0.0,5080
554,0.0,2022-03-01,1.0,7.0,0.0,5080
907,0.0,2022-03-02,1.0,7.0,0.0,5080
1265,0.0,2022-03-03,1.0,7.0,0.0,5080
1623,0.0,2022-03-04,1.0,7.0,0.0,5080
1983,0.0,2022-03-05,1.0,7.0,0.0,5080
2340,0.0,2022-03-06,1.0,7.0,0.0,5080
2699,0.0,2022-03-07,1.0,7.0,0.0,5080
3056,0.0,2022-03-08,1.0,6.0,0.0,5080
3414,0.0,2022-03-09,1.0,6.0,0.0,5080
3887,0.0,2022-03-10,1.0,1.0,0.0,5080
4239,0.0,2022-03-11,1.0,1.0,0.0,5080
4591,0.0,2022-03-12,1.0,1.0,0.0,5080
4942,0.0,2022-03-13,1.0,1.0,0.0,5080
5292,0.0,2022-03-14,1.0,1.0,0.0,5080
5654,,2022-03-15,1.0,0.0,0.0,5080
6005,,2022-03-16,1.0,0.0,0.0,5080
6369,,2022-03-17,0.0,0.0,0.0,5080
6715,0.0,2022-03-18,0.0,1.0,0.0,5080
7077,0.0,2022-03-19,0.0,0.0,0.0,5080
7429,0.0,2022-03-20,0.0,0.0,0.0,5080
7782,0.0,2022-03-21,0.0,0.0,0.0,5080
8137,,2022-03-22,,,,5080
8488,,2022-03-23,,,,5080
8839,,2022-03-24,,,,5080
9189,,2022-03-25,,,,5080
9544,,2022-03-26,,,,5080
9897,,2022-03-27,,,,5080
10250,,2022-03-28,,,,5080
10601,,2022-03-29,,,,5080
10954,,2022-03-30,,,,5080
11196,6.0,2022-03-31,,,,5080
11550,6.0,2022-04-01,,,,5080
11894,6.0,2022-04-02,,,,5080
12241,6.0,2022-04-03,,,,5080
12588,6.0,2022-04-04,,,,5080
13036,1.0,2022-04-05,,,,5080
13392,,2022-04-06,,,,5080
331,,2022-02-28,,,,5092
689,,2022-03-01,,,,5092
1048,,2022-03-02,,,,5092
1406,,2022-03-03,,,,5092
1763,,2022-03-04,,,,5092
2119,,2022-03-05,,,,5092
2476,,2022-03-06,,,,5092
2835,,2022-03-07,,,,5092
3194,,2022-03-08,,,,5092
3550,,2022-03-09,,,,5092
3905,,2022-03-10,,,,5092
4256,,2022-03-11,,,,5092
4608,,2022-03-12,,,,5092
4959,,2022-03-13,,,,5092
5310,,2022-03-14,,,,5092
5662,,2022-03-15,,,,5092
6013,,2022-03-16,,,,5092
6368,,2022-03-17,,,,5092
6723,,2022-03-18,,,,5092
7075,,2022-03-19,,,,5092
7427,,2022-03-20,,,,5092
7780,,2022-03-21,,,,5092
8135,,2022-03-22,,,,5092
8486,,2022-03-23,,,,5092
8838,,2022-03-24,,,,5092
9188,,2022-03-25,,,,5092
9542,,2022-03-26,,,,5092
9895,,2022-03-27,,,,5092
10248,,2022-03-28,,,,5092
10600,0.0,2022-03-29,0.0,0.0,0.0,5092
10953,0.0,2022-03-30,0.0,0.0,0.0,5092
11304,0.0,2022-03-31,0.0,0.0,0.0,5092
11654,0.0,2022-04-01,0.0,0.0,0.0,5092
12002,0.0,2022-04-02,0.0,0.0,0.0,5092
12350,0.0,2022-04-03,0.0,0.0,0.0,5092
12697,0.0,2022-04-04,0.0,0.0,0.0,5092
13044,0.0,2022-04-05,0.0,0.0,0.0,5092
13391,0.0,2022-04-06,0.0,0.0,0.0,5092
13741,,2022-04-07,,,,5092
14094,,2022-04-08,,,,5092
14449,,2022-04-09,,,,5092
14804,,2022-04-10,,,,5092
15158,,2022-04-11,,,,5092
15512,,2022-04-12,,,,5092
15866,,2022-04-13,,,,5092
16217,,2022-04-14,,,,5092
16567,,2022-04-15,,,,5092
16917,0.0,2022-04-16,0.0,0.0,0.0,5092
17267,0.0,2022-04-17,0.0,0.0,0.0,5092
17617,0.0,2022-04-18,0.0,0.0,0.0,5092
17968,0.0,2022-04-19,0.0,0.0,0.0,5092
18318,,2022-04-20,,,,5092
18668,,2022-04-21,,,,5092
76,10.0,2022-02-28,1.0,10.0,1.0,5124
425,10.0,2022-03-01,1.0,10.0,1.0,5124
786,10.0,2022-03-02,1.0,10.0,1.0,5124
1142,10.0,2022-03-03,1.0,10.0,1.0,5124
1499,10.0,2022-03-04,1.0,10.0,1.0,5124
1856,10.0,2022-03-05,1.0,10.0,1.0,5124
2212,10.0,2022-03-06,1.0,10.0,1.0,5124
2570,10.0,2022-03-07,1.0,10.0,1.0,5124
2928,10.0,2022-03-08,1.0,10.0,1.0,5124
3283,10.0,2022-03-09,1.0,10.0,1.0,5124
3638,10.0,2022-03-10,1.0,10.0,1.0,5124
3990,10.0,2022-03-11,1.0,10.0,1.0,5124
4341,10.0,2022-03-12,1.0,10.0,1.0,5124
4692,10.0,2022-03-13,1.0,10.0,1.0,5124
5043,10.0,2022-03-14,1.0,10.0,1.0,5124
5397,10.0,2022-03-15,1.0,10.0,1.0,5124
5744,10.0,2022-03-16,1.0,10.0,1.0,5124
6093,10.0,2022-03-17,1.0,10.0,1.0,5124
6451,10.0,2022-03-18,1.0,10.0,1.0,5124
6804,10.0,2022-03-19,1.0,10.0,1.0,5124
7156,10.0,2022-03-20,1.0,10.0,1.0,5124
7509,10.0,2022-03-21,1.0,10.0,1.0,5124
7861,10.0,2022-03-22,1.0,10.0,1.0,5124
8215,10.0,2022-03-23,1.0,10.0,1.0,5124
8566,10.0,2022-03-24,1.0,10.0,1.0,5124
8916,10.0,2022-03-25,1.0,10.0,1.0,5124
9270,10.0,2022-03-26,1.0,10.0,1.0,5124
9623,10.0,2022-03-27,1.0,10.0,1.0,5124
9977,10.0,2022-03-28,1.0,10.0,1.0,5124
10331,10.0,2022-03-29,1.0,10.0,1.0,5124
10683,10.0,2022-03-30,1.0,10.0,1.0,5124
11036,10.0,2022-03-31,1.0,10.0,1.0,5124
11386,10.0,2022-04-01,1.0,10.0,1.0,5124
11735,10.0,2022-04-02,1.0,10.0,1.0,5124
12082,10.0,2022-04-03,1.0,10.0,1.0,5124
12430,10.0,2022-04-04,1.0,10.0,1.0,5124
12777,10.0,2022-04-05,1.0,10.0,1.0,5124
13121,10.0,2022-04-06,1.0,10.0,1.0,5124
13472,10.0,2022-04-07,1.0,10.0,1.0,5124
13829,10.0,2022-04-08,1.0,10.0,1.0,5124
14180,10.0,2022-04-09,1.0,10.0,1.0,5124
14535,10.0,2022-04-10,1.0,10.0,1.0,5124
14892,10.0,2022-04-11,1.0,10.0,1.0,5124
15246,10.0,2022-04-12,1.0,10.0,1.0,5124
15602,10.0,2022-04-13,1.0,10.0,1.0,5124
15952,10.0,2022-04-14,1.0,10.0,1.0,5124
16300,10.0,2022-04-15,1.0,10.0,1.0,5124
16651,10.0,2022-04-16,1.0,10.0,1.0,5124
17001,10.0,2022-04-17,1.0,10.0,1.0,5124
17351,10.0,2022-04-18,1.0,10.0,1.0,5124
17702,10.0,2022-04-19,1.0,10.0,1.0,5124
18054,10.0,2022-04-20,1.0,10.0,1.0,5124
18404,10.0,2022-04-21,1.0,10.0,1.0,5124
46,10.0,2022-02-28,0.0,6.0,6.0,5145
399,10.0,2022-03-01,0.0,6.0,6.0,5145
757,10.0,2022-03-02,0.0,6.0,6.0,5145
1115,10.0,2022-03-03,0.0,6.0,6.0,5145
1473,10.0,2022-03-04,0.0,6.0,6.0,5145
1829,10.0,2022-03-05,0.0,6.0,6.0,5145
2185,10.0,2022-03-06,0.0,6.0,6.0,5145
2542,10.0,2022-03-07,0.0,6.0,6.0,5145
2896,10.0,2022-03-08,0.0,6.0,6.0,5145
3254,10.0,2022-03-09,0.0,6.0,6.0,5145
3610,10.0,2022-03-10,0.0,6.0,6.0,5145
3963,10.0,2022-03-11,0.0,6.0,6.0,5145
4315,10.0,2022-03-12,0.0,6.0,6.0,5145
4667,10.0,2022-03-13,0.0,6.0,6.0,5145
5018,10.0,2022-03-14,0.0,6.0,6.0,5145
5369,10.0,2022-03-15,0.0,6.0,6.0,5145
5720,10.0,2022-03-16,0.0,6.0,6.0,5145
6069,10.0,2022-03-17,0.0,6.0,6.0,5145
6427,10.0,2022-03-18,0.0,6.0,6.0,5145
6779,10.0,2022-03-19,0.0,6.0,6.0,5145
7132,10.0,2022-03-20,0.0,6.0,6.0,5145
7485,10.0,2022-03-21,0.0,6.0,6.0,5145
7839,10.0,2022-03-22,0.0,6.0,6.0,5145
8192,10.0,2022-03-23,0.0,6.0,6.0,5145
8544,10.0,2022-03-24,0.0,6.0,6.0,5145
8895,10.0,2022-03-25,0.0,6.0,6.0,5145
9247,10.0,2022-03-26,0.0,6.0,6.0,5145
9601,10.0,2022-03-27,0.0,6.0,6.0,5145
9955,10.0,2022-03-28,0.0,6.0,6.0,5145
10308,10.0,2022-03-29,0.0,6.0,6.0,5145
10659,10.0,2022-03-30,0.0,6.0,6.0,5145
11011,10.0,2022-03-31,0.0,6.0,6.0,5145
11361,10.0,2022-04-01,0.0,6.0,6.0,5145
11711,10.0,2022-04-02,0.0,6.0,6.0,5145
12059,10.0,2022-04-03,0.0,6.0,6.0,5145
12407,10.0,2022-04-04,0.0,6.0,6.0,5145
12754,10.0,2022-04-05,0.0,6.0,6.0,5145
13100,10.0,2022-04-06,0.0,6.0,6.0,5145
13451,10.0,2022-04-07,0.0,6.0,6.0,5145
13804,10.0,2022-04-08,0.0,6.0,6.0,5145
14155,10.0,2022-04-09,0.0,6.0,6.0,5145
14510,10.0,2022-04-10,0.0,6.0,6.0,5145
14867,10.0,2022-04-11,0.0,6.0,6.0,5145
15222,10.0,2022-04-12,0.0,6.0,6.0,5145
15574,10.0,2022-04-13,0.0,6.0,6.0,5145
15924,10.0,2022-04-14,0.0,6.0,6.0,5145
16273,10.0,2022-04-15,0.0,6.0,6.0,5145
16624,10.0,2022-04-16,0.0,6.0,6.0,5145
16974,10.0,2022-04-17,0.0,6.0,6.0,5145
17324,10.0,2022-04-18,0.0,6.0,6.0,5145
17675,10.0,2022-04-19,0.0,6.0,6.0,5145
18026,10.0,2022-04-20,0.0,6.0,6.0,5145
18376,10.0,2022-04-21,0.0,6.0,6.0,5145
220,8.0,2022-02-28,0.0,0.0,0.0,5150
578,7.0,2022-03-01,0.0,0.0,0.0,5150
937,6.0,2022-03-02,0.0,0.0,0.0,5150
1395,1.0,2022-03-03,0.0,0.0,0.0,5150
1753,1.0,2022-03-04,0.0,0.0,0.0,5150
2111,1.0,2022-03-05,0.0,0.0,0.0,5150
2468,1.0,2022-03-06,0.0,0.0,0.0,5150
2827,1.0,2022-03-07,0.0,0.0,0.0,5150
3193,0.0,2022-03-08,0.0,0.0,0.0,5150
3549,0.0,2022-03-09,0.0,0.0,0.0,5150
3896,1.0,2022-03-10,0.0,0.0,0.0,5150
4248,1.0,2022-03-11,0.0,0.0,0.0,5150
4606,0.0,2022-03-12,0.0,0.0,0.0,5150
97,10.0,2022-02-28,0.0,10.0,,5153
448,10.0,2022-03-01,0.0,10.0,,5153
808,10.0,2022-03-02,0.0,10.0,,5153
1163,10.0,2022-03-03,0.0,10.0,,5153
1520,10.0,2022-03-04,0.0,10.0,0.0,5153
1875,10.0,2022-03-05,0.0,10.0,0.0,5153
2231,10.0,2022-03-06,0.0,10.0,0.0,5153
2589,10.0,2022-03-07,0.0,10.0,0.0,5153
2946,10.0,2022-03-08,0.0,10.0,0.0,5153
3300,10.0,2022-03-09,0.0,10.0,0.0,5153
3655,10.0,2022-03-10,0.0,10.0,0.0,5153
4008,10.0,2022-03-11,0.0,10.0,0.0,5153
4361,10.0,2022-03-12,0.0,10.0,0.0,5153
4711,10.0,2022-03-13,0.0,10.0,0.0,5153
5062,10.0,2022-03-14,0.0,10.0,0.0,5153
5417,10.0,2022-03-15,0.0,10.0,0.0,5153
5766,10.0,2022-03-16,0.0,10.0,0.0,5153
6113,10.0,2022-03-17,0.0,10.0,0.0,5153
6472,10.0,2022-03-18,0.0,10.0,0.0,5153
6824,10.0,2022-03-19,0.0,10.0,0.0,5153
7176,10.0,2022-03-20,0.0,10.0,0.0,5153
7529,10.0,2022-03-21,0.0,10.0,0.0,5153
7880,10.0,2022-03-22,0.0,10.0,0.0,5153
8233,10.0,2022-03-23,,10.0,,5153
8584,10.0,2022-03-24,,10.0,,5153
8933,10.0,2022-03-25,,10.0,,5153
9289,10.0,2022-03-26,,10.0,,5153
9641,10.0,2022-03-27,,10.0,,5153
9995,10.0,2022-03-28,,10.0,,5153
10349,10.0,2022-03-29,,10.0,,5153
10702,10.0,2022-03-30,,10.0,,5153
11053,10.0,2022-03-31,,10.0,,5153
11403,10.0,2022-04-01,,10.0,,5153
11752,10.0,2022-04-02,,10.0,,5153
12099,10.0,2022-04-03,,10.0,,5153
12447,10.0,2022-04-04,,10.0,,5153
12793,10.0,2022-04-05,,10.0,,5153
13138,10.0,2022-04-06,,10.0,,5153
13489,10.0,2022-04-07,,10.0,,5153
13846,10.0,2022-04-08,,10.0,,5153
14196,10.0,2022-04-09,,10.0,,5153
14550,10.0,2022-04-10,,10.0,,5153
14907,10.0,2022-04-11,,10.0,,5153
15261,10.0,2022-04-12,,10.0,,5153
15618,10.0,2022-04-13,,10.0,,5153
15969,10.0,2022-04-14,,10.0,,5153
16318,10.0,2022-04-15,,10.0,,5153
16668,10.0,2022-04-16,,10.0,,5153
17018,10.0,2022-04-17,,10.0,,5153
17367,10.0,2022-04-18,,10.0,,5153
17717,10.0,2022-04-19,,10.0,,5153
18070,10.0,2022-04-20,,10.0,,5153
18419,10.0,2022-04-21,,10.0,,5153
321,0.0,2022-02-28,1.0,0.0,0.0,5155
678,0.0,2022-03-01,1.0,0.0,0.0,5155
1037,0.0,2022-03-02,1.0,0.0,0.0,5155
1393,0.0,2022-03-03,1.0,0.0,0.0,5155
1751,0.0,2022-03-04,1.0,0.0,0.0,5155
2109,0.0,2022-03-05,1.0,0.0,0.0,5155
2466,0.0,2022-03-06,1.0,0.0,0.0,5155
2825,0.0,2022-03-07,1.0,0.0,0.0,5155
3184,0.0,2022-03-08,1.0,0.0,0.0,5155
3540,0.0,2022-03-09,1.0,0.0,0.0,5155
3894,0.0,2022-03-10,1.0,0.0,0.0,5155
4246,0.0,2022-03-11,1.0,0.0,0.0,5155
4598,0.0,2022-03-12,1.0,0.0,0.0,5155
4950,0.0,2022-03-13,1.0,0.0,0.0,5155
5300,0.0,2022-03-14,1.0,0.0,0.0,5155
5650,0.0,2022-03-15,1.0,0.0,0.0,5155
166,10.0,2022-02-28,0.0,1.0,1.0,5160
520,10.0,2022-03-01,0.0,1.0,1.0,5160
874,10.0,2022-03-02,0.0,1.0,1.0,5160
1231,10.0,2022-03-03,0.0,1.0,1.0,5160
1590,10.0,2022-03-04,0.0,1.0,1.0,5160
1950,10.0,2022-03-05,0.0,1.0,1.0,5160
2307,10.0,2022-03-06,0.0,1.0,1.0,5160
2666,10.0,2022-03-07,0.0,1.0,1.0,5160
3022,10.0,2022-03-08,0.0,1.0,1.0,5160
3378,10.0,2022-03-09,0.0,1.0,1.0,5160
3733,10.0,2022-03-10,0.0,1.0,1.0,5160
